geneid,Symbol
ENSG00000215878,MARCKSL1P2
ENSG00000019169,MARCO
ENSG00000166783,MARF1
ENSG00000116141,MARK1
ENSG00000072518,MARK2
ENSG00000250372,MARK2P4
ENSG00000248834,MARK2P5
ENSG00000242062,MARK2P6
ENSG00000239503,MARK2P8
ENSG00000232709,MARK2P9
ENSG00000075413,MARK3
ENSG00000271642,MARK3P1
ENSG00000243022,MARK3P3
ENSG00000007047,MARK4
ENSG00000166986,MARS
ENSG00000247626,MARS2
ENSG00000155254,MARVELD1
ENSG00000152939,MARVELD2
ENSG00000140832,MARVELD3
ENSG00000130368,MAS1
ENSG00000204687,MAS1L
ENSG00000230164,MAS1LP1
ENSG00000127241,MASP1
ENSG00000009724,MASP2
ENSG00000105613,MAST1
ENSG00000086015,MAST2
ENSG00000099308,MAST3
ENSG00000069020,MAST4
ENSG00000229666,MAST4-AS1
ENSG00000249057,MAST4-IT1
ENSG00000120539,MASTL
ENSG00000151224,MAT1A
ENSG00000168906,MAT2A
ENSG00000038274,MAT2B
ENSG00000007264,MATK
ENSG00000162510,MATN1
ENSG00000186056,MATN1-AS1
ENSG00000132561,MATN2
ENSG00000132031,MATN3
ENSG00000124159,MATN4
ENSG00000015479,MATR3
ENSG00000280987,MATR3
ENSG00000129933,MAU2
ENSG00000088888,MAVS
ENSG00000125952,MAX
ENSG00000103495,MAZ
ENSG00000198125,MB
ENSG00000180611,MB21D2
ENSG00000141644,MBD1
ENSG00000134046,MBD2
ENSG00000071655,MBD3
ENSG00000170948,MBD3L1
ENSG00000230522,MBD3L2
ENSG00000196589,MBD3L2B
ENSG00000182315,MBD3L3
ENSG00000205718,MBD3L4
ENSG00000237247,MBD3L5
ENSG00000129071,MBD4
ENSG00000204406,MBD5
ENSG00000166987,MBD6
ENSG00000151332,MBIP
ENSG00000242600,MBL1P
ENSG00000165471,MBL2
ENSG00000219430,MBL3P
ENSG00000214309,MBLAC1
ENSG00000176055,MBLAC2
ENSG00000152601,MBNL1
ENSG00000229619,MBNL1-AS1
ENSG00000139793,MBNL2
ENSG00000076770,MBNL3
ENSG00000172197,MBOAT1
ENSG00000143797,MBOAT2
ENSG00000177669,MBOAT4
ENSG00000125505,MBOAT7
ENSG00000197971,MBP
ENSG00000011258,MBTD1
ENSG00000140943,MBTPS1
ENSG00000012174,MBTPS2
ENSG00000258839,MC1R
ENSG00000185231,MC2R
ENSG00000124089,MC3R
ENSG00000166603,MC4R
ENSG00000176136,MC5R
ENSG00000076706,MCAM
ENSG00000100294,MCAT
ENSG00000171444,MCC
ENSG00000078070,MCCC1
ENSG00000243368,MCCC1-AS1
ENSG00000131844,MCCC2
ENSG00000204511,MCCD1
ENSG00000235963,MCCD1P1
ENSG00000224312,MCCD1P2
ENSG00000124370,MCEE
ENSG00000183019,MCEMP1
ENSG00000101977,MCF2
ENSG00000126217,MCF2L
ENSG00000053524,MCF2L2
ENSG00000180398,MCFD2
ENSG00000237154,MCFD2P1
ENSG00000128285,MCHR1
ENSG00000152034,MCHR2
ENSG00000229315,MCHR2-AS1
ENSG00000234602,MCIDAS
ENSG00000143384,MCL1
ENSG00000073111,MCM2
ENSG00000112118,MCM3
ENSG00000160294,MCM3AP
ENSG00000215424,MCM3AP-AS1
ENSG00000104738,MCM4
ENSG00000100297,MCM5
ENSG00000076003,MCM6
ENSG00000166508,MCM7
ENSG00000125885,MCM8
ENSG00000278719,MCM8-AS1
ENSG00000111877,MCM9
ENSG00000197771,MCMBP
ENSG00000178460,MCMDC2
ENSG00000090674,MCOLN1
ENSG00000153898,MCOLN2
ENSG00000055732,MCOLN3
ENSG00000147316,MCPH1
ENSG00000249898,MCPH1-AS1
ENSG00000225663,MCRIP1
ENSG00000172366,MCRIP2
ENSG00000241418,MCRIP2P1
ENSG00000270920,MCRIP2P2
ENSG00000187778,MCRS1
ENSG00000175471,MCTP1
ENSG00000140563,MCTP2
ENSG00000232119,MCTS1
ENSG00000101898,MCTS2P
ENSG00000156026,MCU
ENSG00000005059,MCUB
ENSG00000050393,MCUR1
ENSG00000137337,MDC1
ENSG00000224328,MDC1-AS1
ENSG00000112559,MDFI
ENSG00000135272,MDFIC
ENSG00000242120,MDFIC2
ENSG00000112139,MDGA1
ENSG00000139915,MDGA2
ENSG00000014641,MDH1
ENSG00000138400,MDH1B
ENSG00000146701,MDH2
ENSG00000110492,MDK
ENSG00000111554,MDM1
ENSG00000135679,MDM2
ENSG00000198625,MDM4
ENSG00000112159,MDN1
ENSG00000213920,MDP1
ENSG00000197880,MDS2
ENSG00000065833,ME1
ENSG00000082212,ME2
ENSG00000230097,ME2P1
ENSG00000151376,ME3
ENSG00000124733,MEA1
ENSG00000163875,MEAF6
ENSG00000240286,MEAF6P1
ENSG00000085276,MECOM
ENSG00000169057,MECP2
ENSG00000116353,MECR
ENSG00000125686,MED1
ENSG00000136146,MED4
ENSG00000229111,MED4-AS1
ENSG00000133997,MED6
ENSG00000227905,MED6P1
ENSG00000155868,MED7
ENSG00000159479,MED8
ENSG00000141026,MED9
ENSG00000102802,MEDAG
ENSG00000068305,MEF2A
ENSG00000224620,MEF2AP1
ENSG00000213999,MEF2B
ENSG00000256844,MEF2BNBP1
ENSG00000081189,MEF2C
ENSG00000248309,MEF2C-AS1
ENSG00000245864,MEF2C-AS2
ENSG00000116604,MEF2D
ENSG00000103313,MEFV
ENSG00000214548,MEG3
ENSG00000225746,MEG8
ENSG00000223403,MEG9
ENSG00000162591,MEGF6
ENSG00000105429,MEGF8
ENSG00000106780,MEGF9
ENSG00000167077,MEI1
ENSG00000269964,MEI4
ENSG00000197889,MEIG1
ENSG00000239642,MEIKIN
ENSG00000162039,MEIOB
ENSG00000180336,MEIOC
ENSG00000143995,MEIS1
ENSG00000230749,MEIS1-AS2
ENSG00000226819,MEIS1-AS3
ENSG00000134138,MEIS2
ENSG00000105419,MEIS3
ENSG00000179277,MEIS3P1
ENSG00000165304,MELK
ENSG00000163975,MELTF
ENSG00000228109,MELTF-AS1
ENSG00000162959,MEMO1
ENSG00000226054,MEMO1P1
ENSG00000239238,MEMO1P3
ENSG00000230376,MEMO1P4
ENSG00000271492,MEMO1P5
ENSG00000133895,MEN1
ENSG00000005102,MEOX1
ENSG00000106511,MEOX2
ENSG00000112818,MEP1A
ENSG00000224537,MEP1AP4
ENSG00000141434,MEP1B
ENSG00000146834,MEPCE
ENSG00000152595,MEPE
ENSG00000153208,MERTK
ENSG00000117899,MESD
ENSG00000166823,MESP1
ENSG00000188095,MESP2
ENSG00000106484,MEST
ENSG00000220884,MESTP1
ENSG00000259558,MESTP2
ENSG00000250927,MESTP3
ENSG00000215004,MESTP4
ENSG00000105976,MET
ENSG00000164024,METAP1
ENSG00000172878,METAP1D
ENSG00000111142,METAP2
ENSG00000103260,METRN
ENSG00000176845,METRNL
ENSG00000037897,METTL1
ENSG00000087995,METTL2A
ENSG00000165055,METTL2B
ENSG00000165819,METTL3
ENSG00000101574,METTL4
ENSG00000138382,METTL5
ENSG00000206562,METTL6
ENSG00000185432,METTL7A
ENSG00000257649,METTL7AP1
ENSG00000170439,METTL7B
ENSG00000123600,METTL8
ENSG00000256283,METTL8P1
ENSG00000197006,METTL9
ENSG00000254726,MEX3A
ENSG00000183496,MEX3B
ENSG00000176624,MEX3C
ENSG00000181588,MEX3D
ENSG00000140259,MFAP1
ENSG00000232489,MFAP1P1
ENSG00000117122,MFAP2
ENSG00000037749,MFAP3
ENSG00000198948,MFAP3L
ENSG00000166482,MFAP4
ENSG00000197614,MFAP5
ENSG00000168958,MFF
ENSG00000140545,MFGE8
ENSG00000147324,MFHAS1
ENSG00000171109,MFN1
ENSG00000116688,MFN2
ENSG00000100060,MFNG
ENSG00000235718,MFRP
ENSG00000118855,MFSD1
ENSG00000261868,MFSD1P1
ENSG00000168389,MFSD2A
ENSG00000205639,MFSD2B
ENSG00000167700,MFSD3
ENSG00000174514,MFSD4A
ENSG00000173214,MFSD4B
ENSG00000250827,MFSD4BP1
ENSG00000182544,MFSD5
ENSG00000151690,MFSD6
ENSG00000185156,MFSD6L
ENSG00000164073,MFSD8
ENSG00000135953,MFSD9
ENSG00000174197,MGA
ENSG00000257335,MGAM
ENSG00000257743,MGAM2
ENSG00000137463,MGARP
ENSG00000131446,MGAT1
ENSG00000168282,MGAT2
ENSG00000233861,MGAT2P1
ENSG00000238200,MGAT2P2
ENSG00000128268,MGAT3
ENSG00000227188,MGAT3-AS1
ENSG00000071073,MGAT4A
ENSG00000161013,MGAT4B
ENSG00000182050,MGAT4C
ENSG00000205301,MGAT4D
ENSG00000184774,MGAT4EP
ENSG00000152127,MGAT5
ENSG00000167889,MGAT5B
ENSG00000198408,MGEA5
ENSG00000074416,MGLL
ENSG00000125871,MGME1
ENSG00000170430,MGMT
ENSG00000111341,MGP
ENSG00000102858,MGRN1
ENSG00000008394,MGST1
ENSG00000085871,MGST2
ENSG00000143198,MGST3
ENSG00000232442,MHENCR
ENSG00000261857,MIA
ENSG00000154305,MIA3
ENSG00000225783,MIAT
ENSG00000101752,MIB1
ENSG00000197530,MIB2
ENSG00000204520,MICA
ENSG00000135596,MICAL1
ENSG00000133816,MICAL2
ENSG00000243156,MICAL3
ENSG00000100139,MICALL1
ENSG00000164877,MICALL2
ENSG00000204516,MICB
ENSG00000226577,MICC
ENSG00000229390,MICD
ENSG00000273340,MICE
ENSG00000237042,MICG
ENSG00000107745,MICU1
ENSG00000165487,MICU2
ENSG00000155970,MICU3
ENSG00000101871,MID1
ENSG00000165175,MID1IP1
ENSG00000238123,MID1IP1-AS1
ENSG00000080561,MID2
ENSG00000167470,MIDN
ENSG00000100335,MIEF1
ENSG00000177427,MIEF2
ENSG00000141741,MIEN1
ENSG00000198160,MIER1
ENSG00000105556,MIER2
ENSG00000155545,MIER3
ENSG00000240972,MIF
ENSG00000125457,MIF4GD
ENSG00000180488,MIGA1
ENSG00000148343,MIGA2
ENSG00000116691,MIIP
ENSG00000271605,MILR1
ENSG00000268654,MIMT1
ENSG00000253716,MINCR
ENSG00000143409,MINDY1
ENSG00000128923,MINDY2
ENSG00000148481,MINDY3
ENSG00000106125,MINDY4
ENSG00000214237,MINDY4B
ENSG00000141503,MINK1
ENSG00000173436,MINOS1
ENSG00000270136,MINOS1-NBL1
ENSG00000224237,MINOS1P3
ENSG00000248117,MINOS1P4
ENSG00000107789,MINPP1
ENSG00000164654,MIOS
ENSG00000100253,MIOX
ENSG00000253292,MIOXP1
ENSG00000135517,MIP
ENSG00000027001,MIPEP
ENSG00000225358,MIPEPP1
ENSG00000224783,MIPEPP2
ENSG00000233325,MIPEPP3
ENSG00000151338,MIPOL1
ENSG00000207933,MIR9-1
ENSG00000284447,MIR9-2
ENSG00000283705,MIR92A1
ENSG00000284538,MIR92A2
ENSG00000284586,MIR92B
ENSG00000207757,MIR93
ENSG00000207807,MIR95
ENSG00000199158,MIR96
ENSG00000271886,MIR98
ENSG00000207638,MIR99A
ENSG00000215386,MIR99AHG
ENSG00000207550,MIR99B
ENSG00000199165,MIRLET7A1
ENSG00000198975,MIRLET7A2
ENSG00000283990,MIRLET7A3
ENSG00000284520,MIRLET7B
ENSG00000197182,MIRLET7BHG
ENSG00000199030,MIRLET7C
ENSG00000199133,MIRLET7D
ENSG00000230262,MIRLET7DHG
ENSG00000198972,MIRLET7E
ENSG00000199072,MIRLET7F1
ENSG00000208012,MIRLET7F2
ENSG00000199150,MIRLET7G
ENSG00000199179,MIRLET7I
ENSG00000167842,MIS12
ENSG00000159055,MIS18A
ENSG00000227256,MIS18A-AS1
ENSG00000129534,MIS18BP1
ENSG00000099812,MISP
ENSG00000141854,MISP3
ENSG00000158411,MITD1
ENSG00000187098,MITF
ENSG00000185155,MIXL1
ENSG00000148773,MKI67
ENSG00000270499,MKI67P1
ENSG00000125863,MKKS
ENSG00000196588,MKL1
ENSG00000186260,MKL2
ENSG00000128585,MKLN1
ENSG00000236753,MKLN1-AS
ENSG00000079277,MKNK1
ENSG00000269956,MKNK1-AS1
ENSG00000099875,MKNK2
ENSG00000233533,MKNK2P1
ENSG00000133606,MKRN1
ENSG00000075975,MKRN2
ENSG00000225526,MKRN2OS
ENSG00000179455,MKRN3
ENSG00000238222,MKRN4P
ENSG00000224430,MKRN5P
ENSG00000225849,MKRN7P
ENSG00000011143,MKS1
ENSG00000150051,MKX
ENSG00000230500,MKX-AS1
ENSG00000120215,MLANA
ENSG00000100427,MLC1
ENSG00000110917,MLEC
ENSG00000277899,MLECP1
ENSG00000178053,MLF1
ENSG00000089693,MLF2
ENSG00000076242,MLH1
ENSG00000119684,MLH3
ENSG00000146147,MLIP
ENSG00000235050,MLIP-AS1
ENSG00000236996,MLIP-IT1
ENSG00000168404,MLKL
ENSG00000130382,MLLT1
ENSG00000171843,MLLT3
ENSG00000275023,MLLT6
ENSG00000096395,MLN
ENSG00000102539,MLNR
ENSG00000115648,MLPH
ENSG00000167965,MLST8
ENSG00000108788,MLX
ENSG00000175727,MLXIP
ENSG00000009950,MLXIPL
ENSG00000103150,MLYCD
ENSG00000151611,MMAA
ENSG00000139428,MMAB
ENSG00000132763,MMACHC
ENSG00000168288,MMADHC
ENSG00000108960,MMD
ENSG00000136297,MMD2
ENSG00000196549,MME
ENSG00000240666,MME-AS1
ENSG00000142606,MMEL1
ENSG00000169446,MMGT1
ENSG00000196611,MMP1
ENSG00000087245,MMP2
ENSG00000149968,MMP3
ENSG00000137673,MMP7
ENSG00000118113,MMP8
ENSG00000100985,MMP9
ENSG00000138722,MMRN1
ENSG00000173269,MMRN2
ENSG00000155229,MMS19
ENSG00000146263,MMS22L
ENSG00000169184,MN1
ENSG00000020426,MNAT1
ENSG00000121211,MND1
ENSG00000163563,MNDA
ENSG00000138587,MNS1
ENSG00000070444,MNT
ENSG00000130675,MNX1
ENSG00000243479,MNX1-AS1
ENSG00000235029,MNX1-AS2
ENSG00000165943,MOAP1
ENSG00000114978,MOB1A
ENSG00000228241,MOB1AP1
ENSG00000233810,MOB1AP2
ENSG00000173542,MOB1B
ENSG00000182208,MOB2
ENSG00000172081,MOB3A
ENSG00000120162,MOB3B
ENSG00000142961,MOB3C
ENSG00000115540,MOB4
ENSG00000168314,MOBP
ENSG00000075643,MOCOS
ENSG00000124615,MOCS1
ENSG00000260347,MOCS1P1
ENSG00000164172,MOCS2
ENSG00000124217,MOCS3
ENSG00000204655,MOG
ENSG00000124003,MOGAT1
ENSG00000166391,MOGAT2
ENSG00000106384,MOGAT3
ENSG00000115275,MOGS
ENSG00000080823,MOK
ENSG00000164077,MON1A
ENSG00000103111,MON1B
ENSG00000061987,MON2
ENSG00000114487,MORC1
ENSG00000239314,MORC1-AS1
ENSG00000133422,MORC2
ENSG00000235989,MORC2-AS1
ENSG00000159256,MORC3
ENSG00000133131,MORC4
ENSG00000234801,MORF4
ENSG00000185787,MORF4L1
ENSG00000218283,MORF4L1P1
ENSG00000255040,MORF4L1P3
ENSG00000225133,MORF4L1P4
ENSG00000231857,MORF4L1P5
ENSG00000233162,MORF4L1P6
ENSG00000225904,MORF4L1P7
ENSG00000123562,MORF4L2
ENSG00000231154,MORF4L2-AS1
ENSG00000250147,MORF4L2P1
ENSG00000116151,MORN1
ENSG00000188010,MORN2
ENSG00000139714,MORN3
ENSG00000171160,MORN4
ENSG00000185681,MORN5
ENSG00000172680,MOS
ENSG00000101928,MOSPD1
ENSG00000130150,MOSPD2
ENSG00000106330,MOSPD3
ENSG00000155363,MOV10
ENSG00000073146,MOV10L1
ENSG00000079931,MOXD1
ENSG00000240268,MOXD2P
ENSG00000060762,MPC1
ENSG00000238205,MPC1L
ENSG00000143158,MPC2
ENSG00000129255,MPDU1
ENSG00000107186,MPDZ
ENSG00000197629,MPEG1
ENSG00000103152,MPG
ENSG00000135698,MPHOSPH6
ENSG00000196199,MPHOSPH8
ENSG00000051825,MPHOSPH9
ENSG00000178802,MPI
ENSG00000204420,MPIG6B
ENSG00000117400,MPL
ENSG00000168303,MPLKIP
ENSG00000008382,MPND
ENSG00000005381,MPO
ENSG00000130830,MPP1
ENSG00000108852,MPP2
ENSG00000161647,MPP3
ENSG00000082126,MPP4
ENSG00000072415,MPP5
ENSG00000105926,MPP6
ENSG00000150054,MPP7
ENSG00000154889,MPPE1
ENSG00000258990,MPPE1P1
ENSG00000186732,MPPED1
ENSG00000066382,MPPED2
ENSG00000133030,MPRIP
ENSG00000225442,MPRIP-AS1
ENSG00000214820,MPRIPP1
ENSG00000128309,MPST
ENSG00000215846,MPTX1
ENSG00000115204,MPV17
ENSG00000156968,MPV17L
ENSG00000254858,MPV17L2
ENSG00000158887,MPZ
ENSG00000197965,MPZL1
ENSG00000149573,MPZL2
ENSG00000160588,MPZL3
ENSG00000153029,MR1
ENSG00000170262,MRAP
ENSG00000135324,MRAP2
ENSG00000158186,MRAS
ENSG00000260314,MRC1
ENSG00000011028,MRC2
ENSG00000020922,MRE11
ENSG00000242537,MRE11P1
ENSG00000118242,MREG
ENSG00000270395,MREGP1
ENSG00000179010,MRFAP1
ENSG00000178988,MRFAP1L1
ENSG00000101189,MRGBP
ENSG00000172938,MRGPRD
ENSG00000184350,MRGPRE
ENSG00000172935,MRGPRF
ENSG00000256508,MRGPRF-AS1
ENSG00000182170,MRGPRG
ENSG00000236301,MRGPRG-AS1
ENSG00000170255,MRGPRX1
ENSG00000183695,MRGPRX2
ENSG00000179826,MRGPRX3
ENSG00000179817,MRGPRX4
ENSG00000037757,MRI1
ENSG00000227877,MRLN
ENSG00000278619,MRM1
ENSG00000122687,MRM2
ENSG00000171861,MRM3
ENSG00000161010,MRNIP
ENSG00000134042,MRO
ENSG00000179832,MROH1
ENSG00000185038,MROH2A
ENSG00000171495,MROH2B
ENSG00000233217,MROH3P
ENSG00000232722,MROH4P
ENSG00000226807,MROH5
ENSG00000204839,MROH6
ENSG00000184313,MROH7
ENSG00000271723,MROH7-TTC4
ENSG00000101353,MROH8
ENSG00000117501,MROH9
ENSG00000169288,MRPL1
ENSG00000112651,MRPL2
ENSG00000257480,MRPL2P1
ENSG00000114686,MRPL3
ENSG00000215349,MRPL3P1
ENSG00000105364,MRPL4
ENSG00000143436,MRPL9
ENSG00000122140,MRPS2
ENSG00000144029,MRPS5
ENSG00000214743,MRPS5P3
ENSG00000266915,MRPS5P4
ENSG00000243927,MRPS6
ENSG00000237130,MRPS6P2
ENSG00000125445,MRPS7
ENSG00000135972,MRPS9
ENSG00000148187,MRRF
ENSG00000224236,MRRFP1
ENSG00000124532,MRS2
ENSG00000053372,MRTO4
ENSG00000072952,MRVI1
ENSG00000177112,MRVI1-AS1
ENSG00000156738,MS4A1
ENSG00000149534,MS4A2
ENSG00000149516,MS4A3
ENSG00000110079,MS4A4A
ENSG00000214787,MS4A4E
ENSG00000166930,MS4A5
ENSG00000110077,MS4A6A
ENSG00000166926,MS4A6E
ENSG00000166927,MS4A7
ENSG00000166959,MS4A8
ENSG00000188981,MSANTD1
ENSG00000120458,MSANTD2
ENSG00000231058,MSANTD2P1
ENSG00000066697,MSANTD3
ENSG00000251349,MSANTD3-TMEFF1
ENSG00000170903,MSANTD4
ENSG00000178860,MSC
ENSG00000235531,MSC-AS1
ENSG00000151379,MSGN1
ENSG00000095002,MSH2
ENSG00000113318,MSH3
ENSG00000057468,MSH4
ENSG00000204410,MSH5
ENSG00000255152,MSH5-SAPCD1
ENSG00000116062,MSH6
ENSG00000135097,MSI1
ENSG00000153944,MSI2
ENSG00000188895,MSL1
ENSG00000174579,MSL2
ENSG00000005302,MSL3
ENSG00000224287,MSL3P1
ENSG00000102854,MSLN
ENSG00000162006,MSLNL
ENSG00000263639,MSMB
ENSG00000052802,MSMO1
ENSG00000215183,MSMP
ENSG00000147065,MSN
ENSG00000251593,MSNP1
ENSG00000038945,MSR1
ENSG00000175806,MSRA
ENSG00000198736,MSRB1
ENSG00000213926,MSRB1P1
ENSG00000148450,MSRB2
ENSG00000174099,MSRB3
ENSG00000166343,MSS51
ENSG00000173531,MST1
ENSG00000186715,MST1L
ENSG00000186301,MST1P2
ENSG00000164078,MST1R
ENSG00000138379,MSTN
ENSG00000125459,MSTO1
ENSG00000203761,MSTO2P
ENSG00000163132,MSX1
ENSG00000120149,MSX2
ENSG00000205362,MT1A
ENSG00000169688,MT1B
ENSG00000205360,MT1CP
ENSG00000205361,MT1DP
ENSG00000169715,MT1E
ENSG00000198417,MT1F
ENSG00000125144,MT1G
ENSG00000205358,MT1H
ENSG00000244020,MT1HL1
ENSG00000255986,MT1JP
ENSG00000260549,MT1L
ENSG00000205364,MT1M
ENSG00000213761,MT1P1
ENSG00000229230,MT1P3
ENSG00000187193,MT1X
ENSG00000233929,MT1XP1
ENSG00000125148,MT2A
ENSG00000162840,MT2P1
ENSG00000087250,MT3
ENSG00000102891,MT4
ENSG00000182979,MTA1
ENSG00000149480,MTA2
ENSG00000057935,MTA3
ENSG00000099810,MTAP
ENSG00000243025,MTAPP1
ENSG00000230077,MTAPP2
ENSG00000248527,MTATP6P1
ENSG00000270307,MTATP6P2
ENSG00000263483,MTATP6P3
ENSG00000236590,MTATP6P4
ENSG00000232990,MTATP6P7
ENSG00000248420,MTATP6P9
ENSG00000240409,MTATP8P1
ENSG00000229604,MTATP8P2
ENSG00000172167,MTBP
ENSG00000137409,MTCH1
ENSG00000109919,MTCH2
ENSG00000168502,MTCL1
ENSG00000226554,MTCL1P1
ENSG00000280243,MTCO1P1
ENSG00000259045,MTCO1P2
ENSG00000228930,MTCO1P3
ENSG00000253556,MTCO1P4
ENSG00000233026,MTCO1P5
ENSG00000240309,MTCO1P6
ENSG00000236211,MTCO1P7
ENSG00000234700,MTCO1P8
ENSG00000251223,MTCO1P9
ENSG00000229690,MTCO2P1
ENSG00000267541,MTCO2P2
ENSG00000230009,MTCO2P3
ENSG00000253977,MTCO2P4
ENSG00000231766,MTCO2P5
ENSG00000240951,MTCO2P6
ENSG00000230496,MTCO2P7
ENSG00000234234,MTCO2P8
ENSG00000249386,MTCO2P9
ENSG00000235040,MTCO3P1
ENSG00000232102,MTCO3P2
ENSG00000228851,MTCO3P4
ENSG00000225476,MTCO3P5
ENSG00000249997,MTCO3P7
ENSG00000233385,MTCO3P8
ENSG00000249698,MTCO3P9
ENSG00000214827,MTCP1
ENSG00000234179,MTCYBP1
ENSG00000217179,MTCYBP2
ENSG00000232373,MTCYBP3
ENSG00000220113,MTCYBP4
ENSG00000234671,MTCYBP5
ENSG00000230605,MTCYBP6
ENSG00000227789,MTCYBP7
ENSG00000233550,MTCYBP8
ENSG00000229935,MTCYBP9
ENSG00000147649,MTDH
ENSG00000270948,MTDHP1
ENSG00000269615,MTDHP2
ENSG00000268433,MTDHP3
ENSG00000268535,MTDHP4
ENSG00000269575,MTDHP5
ENSG00000127989,MTERF1
ENSG00000120832,MTERF2
ENSG00000156469,MTERF3
ENSG00000122085,MTERF4
ENSG00000188786,MTF1
ENSG00000143033,MTF2
ENSG00000103707,MTFMT
ENSG00000242114,MTFP1
ENSG00000066855,MTFR1
ENSG00000117640,MTFR1L
ENSG00000146410,MTFR2
ENSG00000148824,MTG1
ENSG00000101181,MTG2
ENSG00000100714,MTHFD1
ENSG00000120254,MTHFD1L
ENSG00000231831,MTHFD1P1
ENSG00000065911,MTHFD2
ENSG00000163738,MTHFD2L
ENSG00000244681,MTHFD2P1
ENSG00000217169,MTHFD2P2
ENSG00000231112,MTHFD2P3
ENSG00000251253,MTHFD2P4
ENSG00000213530,MTHFD2P5
ENSG00000249266,MTHFD2P6
ENSG00000181260,MTHFD2P7
ENSG00000177000,MTHFR
ENSG00000136371,MTHFS
ENSG00000103248,MTHFSD
ENSG00000085760,MTIF2
ENSG00000122033,MTIF3
ENSG00000171100,MTM1
ENSG00000063601,MTMR1
ENSG00000087053,MTMR2
ENSG00000100330,MTMR3
ENSG00000108389,MTMR4
ENSG00000139505,MTMR6
ENSG00000003987,MTMR7
ENSG00000102043,MTMR8
ENSG00000104643,MTMR9
ENSG00000220785,MTMR9LP
ENSG00000226529,MTND1P1
ENSG00000235646,MTND1P2
ENSG00000239648,MTND1P3
ENSG00000230764,MTND1P4
ENSG00000253795,MTND1P5
ENSG00000254346,MTND1P6
ENSG00000282321,MTND1P7
ENSG00000263177,MTND1P8
ENSG00000228995,MTND1P9
ENSG00000229954,MTND2P2
ENSG00000234850,MTND2P3
ENSG00000230252,MTND2P4
ENSG00000224354,MTND2P5
ENSG00000237309,MTND2P6
ENSG00000253970,MTND2P7
ENSG00000237257,MTND2P8
ENSG00000225901,MTND2P9
ENSG00000226118,MTND3P1
ENSG00000230052,MTND3P2
ENSG00000249127,MTND3P3
ENSG00000230302,MTND3P4
ENSG00000251353,MTND3P5
ENSG00000242214,MTND3P6
ENSG00000240824,MTND3P7
ENSG00000232714,MTND3P8
ENSG00000227557,MTND3P9
ENSG00000231501,MTND4LP1
ENSG00000248315,MTND4LP2
ENSG00000239632,MTND4LP3
ENSG00000270350,MTND4LP5
ENSG00000240791,MTND4LP7
ENSG00000227795,MTND4LP9
ENSG00000228597,MTND4P1
ENSG00000248704,MTND4P2
ENSG00000225959,MTND4P3
ENSG00000225295,MTND4P4
ENSG00000227584,MTND4P5
ENSG00000224042,MTND4P6
ENSG00000253257,MTND4P7
ENSG00000248548,MTND4P8
ENSG00000250050,MTND4P9
ENSG00000227999,MTND5P1
ENSG00000229622,MTND5P2
ENSG00000232447,MTND5P3
ENSG00000251212,MTND5P4
ENSG00000251149,MTND5P5
ENSG00000228440,MTND5P6
ENSG00000230531,MTND5P7
ENSG00000230999,MTND5P8
ENSG00000248748,MTND5P9
ENSG00000223955,MTND6P1
ENSG00000250389,MTND6P2
ENSG00000254132,MTND6P3
ENSG00000249119,MTND6P4
ENSG00000227730,MTND6P5
ENSG00000240034,MTND6P6
ENSG00000224695,MTND6P7
ENSG00000248136,MTND6P8
ENSG00000233248,MTND6P9
ENSG00000168412,MTNR1A
ENSG00000134640,MTNR1B
ENSG00000135297,MTO1
ENSG00000198793,MTOR
ENSG00000225602,MTOR-AS1
ENSG00000107951,MTPAP
ENSG00000105887,MTPN
ENSG00000116984,MTR
ENSG00000120662,MTRF1
ENSG00000112031,MTRF1L
ENSG00000256091,MTRF1LP1
ENSG00000224110,MTRF1LP2
ENSG00000256618,MTRNR2L1
ENSG00000271043,MTRNR2L2
ENSG00000256222,MTRNR2L3
ENSG00000232196,MTRNR2L4
ENSG00000249860,MTRNR2L5
ENSG00000270672,MTRNR2L6
ENSG00000256892,MTRNR2L7
ENSG00000255823,MTRNR2L8
ENSG00000255633,MTRNR2L9
ENSG00000124275,MTRR
ENSG00000170873,MTSS1
ENSG00000132613,MTSS1L
ENSG00000138823,MTTP
ENSG00000180354,MTURN
ENSG00000129422,MTUS1
ENSG00000132938,MTUS2
ENSG00000179141,MTUS2-AS1
ENSG00000236758,MTUS2-AS2
ENSG00000173171,MTX1
ENSG00000236675,MTX1P1
ENSG00000128654,MTX2
ENSG00000177034,MTX3
ENSG00000185499,MUC1
ENSG00000198788,MUC2
ENSG00000169894,MUC3A
ENSG00000145113,MUC4
ENSG00000215182,MUC5AC
ENSG00000117983,MUC5B
ENSG00000184956,MUC6
ENSG00000171195,MUC7
ENSG00000172551,MUCL1
ENSG00000090432,MUL1
ENSG00000160953,MUM1
ENSG00000157502,MUM1L1
ENSG00000237906,MUPP
ENSG00000172732,MUS81
ENSG00000030304,MUSK
ENSG00000272573,MUSTN1
ENSG00000146085,MUT
ENSG00000132781,MUTYH
ENSG00000141971,MVB12A
ENSG00000196814,MVB12B
ENSG00000167508,MVD
ENSG00000110921,MVK
ENSG00000013364,MVP
ENSG00000157601,MX1
ENSG00000183486,MX2
ENSG00000059728,MXD1
ENSG00000213347,MXD3
ENSG00000123933,MXD4
ENSG00000119950,MXI1
